Unique Key,Created Date,Closed Date,Agency,Complaint Type,Descriptor,Location Type,Incident Zip,Borough,Status,Resolution Description
8485,03/21/2023 12:00:00 AM,02/26/2023 12:00:00 AM,DEP,Street Condition,Descriptor for Paint/Plaster,Street/Sidewalk,10001,BROOKLYN,Open,Resolution for complaint 8484
8486,01/03/2023 12:00:00 AM,,NYPD,Traffic Signal Condition,Descriptor for Street Light Condition,Park/Playground,11201,STATEN ISLAND,Open,Resolution for complaint 8485
8487,10/07/2023 12:00:00 AM,11/23/2023 12:00:00 AM,FDNY,Sanitation Condition,Descriptor for Blocked Driveway,Residential Building,10301,BROOKLYN,In Progress,
8488,09/17/2023 12:00:00 AM,05/10/2023 12:00:00 AM,DEP,Water System,Descriptor for Plumbing,Park/Playground,11215,MANHATTAN,Closed,Resolution for complaint 8487
8489,06/19/2023 12:00:00 AM,07/02/2023 12:00:00 AM,DOT,Air Quality,Descriptor for Water System,School,11201,BRONX,Closed,Resolution for complaint 8488
8490,11/28/2023 12:00:00 AM,,DOT,Street Light Condition,Descriptor for Water System,Street/Sidewalk,10451,BROOKLYN,In Progress,Resolution for complaint 8489
8491,12/28/2023 12:00:00 AM,,FDNY,Street Condition,Descriptor for Street Light Condition,Street/Sidewalk,10002,STATEN ISLAND,Pending,Resolution for complaint 8490
8492,06/01/2023 12:00:00 AM,01/09/2023 12:00:00 AM,DOB,Air Quality,Descriptor for Noise - Residential,School,10003,QUEENS,In Progress,Resolution for complaint 8491
8493,08/31/2023 12:00:00 AM,12/04/2023 12:00:00 AM,DOB,Traffic Signal Condition,Descriptor for Heat/Hot Water,Park/Playground,11372,BROOKLYN,Closed,Resolution for complaint 8492
8494,05/29/2023 12:00:00 AM,05/25/2023 12:00:00 AM,DOB,Blocked Driveway,Descriptor for Building/Use,School,10002,MANHATTAN,Closed,Resolution for complaint 8493
8495,10/21/2023 12:00:00 AM,02/15/2023 12:00:00 AM,DOB,Sanitation Condition,Descriptor for Traffic Signal Condition,Commercial Building,11215,STATEN ISLAND,Closed,Resolution for complaint 8494
8496,12/08/2023 12:00:00 AM,02/21/2023 12:00:00 AM,DEP,Heat/Hot Water,Descriptor for Building/Use,Park/Playground,10003,BRONX,Closed,Resolution for complaint 8495
8497,03/17/2023 12:00:00 AM,11/10/2023 12:00:00 AM,DSNY,Heat/Hot Water,Descriptor for Air Quality,Residential Building,10451,BRONX,Closed,Resolution for complaint 8496
8498,10/17/2023 12:00:00 AM,04/11/2023 12:00:00 AM,DOT,Sanitation Condition,Descriptor for Rodent,Commercial Building,10002,BRONX,Pending,Resolution for complaint 8497
8499,08/15/2023 12:00:00 AM,02/11/2023 12:00:00 AM,NYPD,Rodent,Descriptor for Traffic Signal Condition,Residential Building,10002,STATEN ISLAND,In Progress,Resolution for complaint 8498
8500,06/23/2023 12:00:00 AM,08/26/2023 12:00:00 AM,DPR,Street Condition,Descriptor for Blocked Driveway,Residential Building,10003,BROOKLYN,Pending,Resolution for complaint 8499
8501,12/19/2023 12:00:00 AM,,NYPD,Sanitation Condition,Descriptor for Sanitation Condition,School,11215,BROOKLYN,Closed,
8502,02/27/2023 12:00:00 AM,08/08/2023 12:00:00 AM,DOT,Paint/Plaster,Descriptor for Rodent,Park/Playground,10002,STATEN ISLAND,Pending,Resolution for complaint 8501
8503,09/03/2023 12:00:00 AM,,NYPD,Blocked Driveway,Descriptor for Graffiti,Park/Playground,11372,BRONX,Closed,Resolution for complaint 8502
8504,01/21/2023 12:00:00 AM,,FDNY,Illegal Parking,Descriptor for Traffic Signal Condition,Residential Building,10003,BRONX,Pending,Resolution for complaint 8503
8505,03/13/2023 12:00:00 AM,05/28/2023 12:00:00 AM,NYPD,Street Light Condition,Descriptor for Heat/Hot Water,Commercial Building,10002,QUEENS,Pending,Resolution for complaint 8504
8506,12/14/2023 12:00:00 AM,09/15/2023 12:00:00 AM,FDNY,Street Condition,Descriptor for Graffiti,School,10003,BRONX,Open,Resolution for complaint 8505
8507,10/10/2023 12:00:00 AM,02/03/2023 12:00:00 AM,DOB,Street Light Condition,Descriptor for Water System,Street/Sidewalk,10002,BRONX,Pending,Resolution for complaint 8506
8508,03/01/2023 12:00:00 AM,05/22/2023 12:00:00 AM,DPR,Noise - Residential,Descriptor for Street Light Condition,School,11201,BRONX,Closed,Resolution for complaint 8507
8509,06/07/2023 12:00:00 AM,08/03/2023 12:00:00 AM,DSNY,Heat/Hot Water,Descriptor for Illegal Parking,Street/Sidewalk,11201,QUEENS,Open,Resolution for complaint 8508
8510,01/13/2023 12:00:00 AM,07/27/2023 12:00:00 AM,DPR,Traffic Signal Condition,Descriptor for Building/Use,Street/Sidewalk,10301,STATEN ISLAND,Closed,Resolution for complaint 8509
8511,07/25/2023 12:00:00 AM,01/10/2023 12:00:00 AM,FDNY,Water System,Descriptor for Street Condition,Commercial Building,11201,QUEENS,Open,Resolution for complaint 8510
8512,11/13/2023 12:00:00 AM,02/20/2023 12:00:00 AM,DPR,Paint/Plaster,Descriptor for Illegal Parking,Park/Playground,10001,STATEN ISLAND,In Progress,Resolution for complaint 8511
8513,04/23/2023 12:00:00 AM,01/23/2023 12:00:00 AM,FDNY,Illegal Parking,Descriptor for Street Condition,School,10001,BRONX,Open,
8514,08/17/2023 12:00:00 AM,,DPR,Paint/Plaster,Descriptor for Graffiti,School,10451,BROOKLYN,Pending,Resolution for complaint 8513
8515,07/02/2023 12:00:00 AM,,DPR,Paint/Plaster,Descriptor for Building/Use,Residential Building,10001,BRONX,Closed,Resolution for complaint 8514
8516,02/17/2023 12:00:00 AM,06/09/2023 12:00:00 AM,DPR,Traffic Signal Condition,Descriptor for Street Light Condition,School,11201,STATEN ISLAND,Closed,Resolution for complaint 8515
8517,06/17/2023 12:00:00 AM,,DOB,Plumbing,Descriptor for Water System,School,10003,BRONX,Pending,Resolution for complaint 8516
8518,01/29/2023 12:00:00 AM,02/12/2023 12:00:00 AM,NYPD,Blocked Driveway,Descriptor for Building/Use,Commercial Building,10301,STATEN ISLAND,Closed,Resolution for complaint 8517
8519,11/08/2023 12:00:00 AM,04/06/2023 12:00:00 AM,DOB,Plumbing,Descriptor for Blocked Driveway,Residential Building,11372,QUEENS,In Progress,Resolution for complaint 8518
8520,11/25/2023 12:00:00 AM,,FDNY,Street Light Condition,Descriptor for Street Condition,Park/Playground,10301,QUEENS,Pending,Resolution for complaint 8519
8521,04/10/2023 12:00:00 AM,,DOT,Illegal Parking,Descriptor for Street Light Condition,School,11201,STATEN ISLAND,Closed,Resolution for complaint 8520
8522,10/26/2023 12:00:00 AM,01/27/2023 12:00:00 AM,NYPD,Rodent,Descriptor for Sanitation Condition,Residential Building,10301,BRONX,In Progress,Resolution for complaint 8521
8523,09/27/2023 12:00:00 AM,09/28/2023 12:00:00 AM,DEP,Graffiti,Descriptor for Building/Use,Street/Sidewalk,10301,MANHATTAN,Pending,Resolution for complaint 8522
8524,04/24/2023 12:00:00 AM,05/03/2023 12:00:00 AM,DOT,Air Quality,Descriptor for Plumbing,Residential Building,11372,MANHATTAN,In Progress,Resolution for complaint 8523
8525,05/23/2023 12:00:00 AM,02/21/2023 12:00:00 AM,DPR,Traffic Signal Condition,Descriptor for Blocked Driveway,Street/Sidewalk,10451,STATEN ISLAND,Open,Resolution for complaint 8524
8526,04/11/2023 12:00:00 AM,11/25/2023 12:00:00 AM,DEP,Plumbing,Descriptor for Building/Use,Commercial Building,11215,STATEN ISLAND,Closed,Resolution for complaint 8525
8527,01/12/2023 12:00:00 AM,07/17/2023 12:00:00 AM,DOT,Graffiti,Descriptor for Rodent,Park/Playground,10002,BRONX,Open,Resolution for complaint 8526
8528,02/12/2023 12:00:00 AM,,DOB,Building/Use,Descriptor for Street Light Condition,Residential Building,10001,BROOKLYN,Open,Resolution for complaint 8527
8529,10/03/2023 12:00:00 AM,,NYPD,Street Condition,Descriptor for Building/Use,Residential Building,11215,QUEENS,Pending,
8530,08/17/2023 12:00:00 AM,,HPD,Water System,Descriptor for Plumbing,Street/Sidewalk,11372,STATEN ISLAND,Closed,Resolution for complaint 8529
8531,12/13/2023 12:00:00 AM,04/14/2023 12:00:00 AM,DEP,Air Quality,Descriptor for Air Quality,Residential Building,10003,MANHATTAN,Pending,Resolution for complaint 8530
8532,12/10/2023 12:00:00 AM,,DSNY,Traffic Signal Condition,Descriptor for Sanitation Condition,Street/Sidewalk,10001,STATEN ISLAND,Pending,
8533,02/14/2023 12:00:00 AM,10/31/2023 12:00:00 AM,FDNY,Traffic Signal Condition,Descriptor for Street Light Condition,Park/Playground,10301,BRONX,Open,
8534,09/20/2023 12:00:00 AM,01/26/2023 12:00:00 AM,DPR,Graffiti,Descriptor for Noise - Residential,Street/Sidewalk,10003,MANHATTAN,In Progress,
8535,07/21/2023 12:00:00 AM,,DSNY,Paint/Plaster,Descriptor for Paint/Plaster,Residential Building,11372,BRONX,Pending,Resolution for complaint 8534
8536,04/10/2023 12:00:00 AM,01/17/2023 12:00:00 AM,NYPD,Street Light Condition,Descriptor for Sanitation Condition,Street/Sidewalk,11215,BROOKLYN,Open,Resolution for complaint 8535
8537,09/09/2023 12:00:00 AM,04/18/2023 12:00:00 AM,NYPD,Paint/Plaster,Descriptor for Rodent,Street/Sidewalk,10001,BROOKLYN,In Progress,Resolution for complaint 8536
8538,06/12/2023 12:00:00 AM,,HPD,Traffic Signal Condition,Descriptor for Heat/Hot Water,School,11201,BRONX,In Progress,Resolution for complaint 8537
8539,11/05/2023 12:00:00 AM,03/01/2023 12:00:00 AM,DPR,Heat/Hot Water,Descriptor for Building/Use,Commercial Building,10301,STATEN ISLAND,In Progress,Resolution for complaint 8538
8540,11/06/2023 12:00:00 AM,,FDNY,Sanitation Condition,Descriptor for Air Quality,School,10451,BRONX,In Progress,Resolution for complaint 8539
8541,09/19/2023 12:00:00 AM,09/12/2023 12:00:00 AM,DOT,Paint/Plaster,Descriptor for Illegal Parking,Commercial Building,11215,QUEENS,Closed,Resolution for complaint 8540
8542,01/29/2023 12:00:00 AM,10/29/2023 12:00:00 AM,DOB,Rodent,Descriptor for Air Quality,Residential Building,11215,BRONX,Closed,
8543,12/08/2023 12:00:00 AM,11/30/2023 12:00:00 AM,HPD,Street Light Condition,Descriptor for Rodent,Street/Sidewalk,10002,BROOKLYN,Open,Resolution for complaint 8542
8544,07/04/2023 12:00:00 AM,01/24/2023 12:00:00 AM,HPD,Street Light Condition,Descriptor for Water System,School,11201,BRONX,Open,Resolution for complaint 8543
8545,07/23/2023 12:00:00 AM,02/23/2023 12:00:00 AM,DOT,Blocked Driveway,Descriptor for Sanitation Condition,Street/Sidewalk,11201,BRONX,Open,Resolution for complaint 8544
8546,03/17/2023 12:00:00 AM,07/18/2023 12:00:00 AM,DOT,Air Quality,Descriptor for Paint/Plaster,Residential Building,10001,BROOKLYN,In Progress,
8547,08/07/2023 12:00:00 AM,03/21/2023 12:00:00 AM,DOT,Building/Use,Descriptor for Air Quality,Park/Playground,11215,BROOKLYN,Open,
8548,07/09/2023 12:00:00 AM,07/01/2023 12:00:00 AM,NYPD,Air Quality,Descriptor for Street Condition,Street/Sidewalk,11372,BRONX,In Progress,Resolution for complaint 8547
8549,07/17/2023 12:00:00 AM,11/12/2023 12:00:00 AM,DOT,Blocked Driveway,Descriptor for Building/Use,Street/Sidewalk,11372,STATEN ISLAND,Closed,Resolution for complaint 8548
8550,07/10/2023 12:00:00 AM,01/27/2023 12:00:00 AM,DOB,Noise - Residential,Descriptor for Heat/Hot Water,Street/Sidewalk,10003,MANHATTAN,In Progress,Resolution for complaint 8549
8551,01/07/2023 12:00:00 AM,05/13/2023 12:00:00 AM,DEP,Noise - Residential,Descriptor for Illegal Parking,Residential Building,10003,BROOKLYN,Closed,
8552,05/26/2023 12:00:00 AM,,HPD,Rodent,Descriptor for Sanitation Condition,Street/Sidewalk,11372,BRONX,In Progress,
8553,06/26/2023 12:00:00 AM,11/22/2023 12:00:00 AM,DEP,Sanitation Condition,Descriptor for Air Quality,Street/Sidewalk,11372,MANHATTAN,Pending,Resolution for complaint 8552
8554,06/29/2023 12:00:00 AM,09/26/2023 12:00:00 AM,DEP,Street Light Condition,Descriptor for Water System,Commercial Building,11215,QUEENS,In Progress,Resolution for complaint 8553
8555,06/07/2023 12:00:00 AM,07/06/2023 12:00:00 AM,DSNY,Heat/Hot Water,Descriptor for Air Quality,School,11215,STATEN ISLAND,Open,Resolution for complaint 8554
8556,08/17/2023 12:00:00 AM,11/18/2023 12:00:00 AM,NYPD,Noise - Residential,Descriptor for Noise - Residential,Street/Sidewalk,10003,BROOKLYN,Closed,Resolution for complaint 8555
8557,10/15/2023 12:00:00 AM,,FDNY,Air Quality,Descriptor for Paint/Plaster,Street/Sidewalk,10003,BRONX,Pending,
8558,02/14/2023 12:00:00 AM,,DEP,Noise - Residential,Descriptor for Street Light Condition,Street/Sidewalk,11372,QUEENS,Open,Resolution for complaint 8557
8559,04/21/2023 12:00:00 AM,04/25/2023 12:00:00 AM,DPR,Heat/Hot Water,Descriptor for Water System,School,10002,MANHATTAN,Closed,Resolution for complaint 8558
8560,08/16/2023 12:00:00 AM,03/26/2023 12:00:00 AM,DSNY,Sanitation Condition,Descriptor for Traffic Signal Condition,School,11215,BRONX,In Progress,Resolution for complaint 8559
8561,08/01/2023 12:00:00 AM,01/12/2023 12:00:00 AM,DOT,Water System,Descriptor for Heat/Hot Water,School,10002,BRONX,In Progress,Resolution for complaint 8560
8562,08/15/2023 12:00:00 AM,03/27/2023 12:00:00 AM,DEP,Blocked Driveway,Descriptor for Rodent,Commercial Building,11201,BROOKLYN,Pending,Resolution for complaint 8561
8563,05/28/2023 12:00:00 AM,12/13/2023 12:00:00 AM,HPD,Rodent,Descriptor for Building/Use,Residential Building,10451,MANHATTAN,Closed,
8564,03/25/2023 12:00:00 AM,08/16/2023 12:00:00 AM,DOT,Building/Use,Descriptor for Sanitation Condition,Residential Building,11201,BROOKLYN,In Progress,Resolution for complaint 8563
8565,08/06/2023 12:00:00 AM,01/02/2023 12:00:00 AM,HPD,Plumbing,Descriptor for Street Condition,Residential Building,10003,STATEN ISLAND,Open,Resolution for complaint 8564
8566,08/01/2023 12:00:00 AM,08/28/2023 12:00:00 AM,FDNY,Street Light Condition,Descriptor for Noise - Residential,Street/Sidewalk,11372,BROOKLYN,Open,Resolution for complaint 8565
8567,03/13/2023 12:00:00 AM,01/29/2023 12:00:00 AM,DOT,Plumbing,Descriptor for Street Condition,School,11372,MANHATTAN,In Progress,Resolution for complaint 8566
8568,10/28/2023 12:00:00 AM,08/28/2023 12:00:00 AM,FDNY,Traffic Signal Condition,Descriptor for Sanitation Condition,School,10451,BRONX,In Progress,Resolution for complaint 8567
8569,11/03/2023 12:00:00 AM,,DEP,Noise - Residential,Descriptor for Graffiti,Park/Playground,10002,QUEENS,In Progress,Resolution for complaint 8568
8570,02/14/2023 12:00:00 AM,08/07/2023 12:00:00 AM,DPR,Plumbing,Descriptor for Rodent,Park/Playground,11201,STATEN ISLAND,Pending,Resolution for complaint 8569
8571,03/15/2023 12:00:00 AM,,HPD,Blocked Driveway,Descriptor for Graffiti,Street/Sidewalk,11201,QUEENS,Open,Resolution for complaint 8570
8572,04/17/2023 12:00:00 AM,02/26/2023 12:00:00 AM,DEP,Street Condition,Descriptor for Blocked Driveway,School,11201,STATEN ISLAND,Closed,Resolution for complaint 8571
8573,06/05/2023 12:00:00 AM,08/29/2023 12:00:00 AM,DOT,Heat/Hot Water,Descriptor for Street Light Condition,Park/Playground,11201,BRONX,Closed,
8574,09/01/2023 12:00:00 AM,03/21/2023 12:00:00 AM,DOB,Street Condition,Descriptor for Water System,School,10001,BROOKLYN,Open,Resolution for complaint 8573
8575,09/26/2023 12:00:00 AM,,DPR,Paint/Plaster,Descriptor for Noise - Residential,Street/Sidewalk,11372,QUEENS,Pending,Resolution for complaint 8574
8576,06/21/2023 12:00:00 AM,,NYPD,Street Condition,Descriptor for Air Quality,Park/Playground,10451,MANHATTAN,Closed,Resolution for complaint 8575
8577,02/03/2023 12:00:00 AM,10/29/2023 12:00:00 AM,HPD,Traffic Signal Condition,Descriptor for Street Condition,School,10002,BROOKLYN,In Progress,Resolution for complaint 8576
8578,10/30/2023 12:00:00 AM,07/16/2023 12:00:00 AM,FDNY,Street Condition,Descriptor for Street Light Condition,Park/Playground,11201,BROOKLYN,Closed,Resolution for complaint 8577
8579,07/12/2023 12:00:00 AM,,DPR,Heat/Hot Water,Descriptor for Graffiti,Park/Playground,10002,QUEENS,Pending,Resolution for complaint 8578
8580,02/15/2023 12:00:00 AM,03/03/2023 12:00:00 AM,FDNY,Water System,Descriptor for Street Condition,Park/Playground,10002,QUEENS,Open,
8581,01/04/2023 12:00:00 AM,09/06/2023 12:00:00 AM,DPR,Building/Use,Descriptor for Air Quality,School,10002,STATEN ISLAND,In Progress,Resolution for complaint 8580
8582,07/29/2023 12:00:00 AM,04/27/2023 12:00:00 AM,NYPD,Traffic Signal Condition,Descriptor for Water System,Street/Sidewalk,11201,MANHATTAN,In Progress,Resolution for complaint 8581
8583,11/24/2023 12:00:00 AM,,FDNY,Air Quality,Descriptor for Plumbing,Street/Sidewalk,10301,BROOKLYN,Pending,Resolution for complaint 8582
8584,05/20/2023 12:00:00 AM,10/14/2023 12:00:00 AM,DPR,Air Quality,Descriptor for Sanitation Condition,Park/Playground,10003,BROOKLYN,In Progress,Resolution for complaint 8583
8585,08/01/2023 12:00:00 AM,01/04/2023 12:00:00 AM,DSNY,Air Quality,Descriptor for Street Condition,Residential Building,11201,MANHATTAN,Closed,Resolution for complaint 8584
8586,03/31/2023 12:00:00 AM,,HPD,Noise - Residential,Descriptor for Heat/Hot Water,School,10451,QUEENS,Pending,Resolution for complaint 8585
8587,10/12/2023 12:00:00 AM,,FDNY,Traffic Signal Condition,Descriptor for Blocked Driveway,Commercial Building,10301,MANHATTAN,Closed,
8588,08/25/2023 12:00:00 AM,,DOT,Sanitation Condition,Descriptor for Noise - Residential,Street/Sidewalk,10001,QUEENS,Closed,
8589,12/30/2023 12:00:00 AM,10/09/2023 12:00:00 AM,HPD,Plumbing,Descriptor for Plumbing,Street/Sidewalk,10003,BROOKLYN,Pending,Resolution for complaint 8588
8590,10/18/2023 12:00:00 AM,06/30/2023 12:00:00 AM,DSNY,Paint/Plaster,Descriptor for Traffic Signal Condition,School,10002,MANHATTAN,Open,Resolution for complaint 8589
8591,03/12/2023 12:00:00 AM,09/14/2023 12:00:00 AM,NYPD,Heat/Hot Water,Descriptor for Noise - Residential,Park/Playground,11201,QUEENS,Pending,
8592,04/13/2023 12:00:00 AM,,DPR,Street Light Condition,Descriptor for Street Light Condition,Park/Playground,11372,STATEN ISLAND,In Progress,Resolution for complaint 8591
8593,04/06/2023 12:00:00 AM,,DSNY,Sanitation Condition,Descriptor for Street Light Condition,Commercial Building,10003,BROOKLYN,Pending,
8594,07/15/2023 12:00:00 AM,,FDNY,Air Quality,Descriptor for Street Light Condition,Residential Building,10003,QUEENS,Open,Resolution for complaint 8593
8595,05/29/2023 12:00:00 AM,04/10/2023 12:00:00 AM,DEP,Street Light Condition,Descriptor for Plumbing,Commercial Building,10002,QUEENS,Open,Resolution for complaint 8594
8596,10/11/2023 12:00:00 AM,03/11/2023 12:00:00 AM,NYPD,Air Quality,Descriptor for Heat/Hot Water,Commercial Building,10002,QUEENS,Closed,
8597,09/09/2023 12:00:00 AM,,DSNY,Noise - Residential,Descriptor for Heat/Hot Water,Commercial Building,10002,MANHATTAN,In Progress,Resolution for complaint 8596
8598,01/22/2023 12:00:00 AM,04/06/2023 12:00:00 AM,HPD,Street Light Condition,Descriptor for Traffic Signal Condition,School,10002,QUEENS,Pending,Resolution for complaint 8597
8599,06/04/2023 12:00:00 AM,,DOB,Rodent,Descriptor for Air Quality,Park/Playground,10001,BROOKLYN,Open,
8600,10/27/2023 12:00:00 AM,07/20/2023 12:00:00 AM,FDNY,Noise - Residential,Descriptor for Sanitation Condition,Commercial Building,11201,QUEENS,Closed,Resolution for complaint 8599
8601,06/05/2023 12:00:00 AM,07/16/2023 12:00:00 AM,DPR,Noise - Residential,Descriptor for Street Condition,Park/Playground,10001,BROOKLYN,In Progress,Resolution for complaint 8600
8602,09/10/2023 12:00:00 AM,07/15/2023 12:00:00 AM,DSNY,Sanitation Condition,Descriptor for Air Quality,Commercial Building,10301,STATEN ISLAND,Open,Resolution for complaint 8601
8603,10/14/2023 12:00:00 AM,08/22/2023 12:00:00 AM,DEP,Water System,Descriptor for Traffic Signal Condition,Street/Sidewalk,11201,BROOKLYN,Pending,Resolution for complaint 8602
8604,08/26/2023 12:00:00 AM,,DOB,Street Light Condition,Descriptor for Paint/Plaster,Residential Building,11201,QUEENS,In Progress,Resolution for complaint 8603
8605,04/25/2023 12:00:00 AM,01/11/2023 12:00:00 AM,DPR,Street Condition,Descriptor for Illegal Parking,Park/Playground,11201,MANHATTAN,Closed,Resolution for complaint 8604
8606,01/14/2023 12:00:00 AM,08/15/2023 12:00:00 AM,DOT,Rodent,Descriptor for Street Light Condition,Street/Sidewalk,10001,MANHATTAN,Closed,Resolution for complaint 8605
8607,01/02/2023 12:00:00 AM,07/02/2023 12:00:00 AM,DOB,Sanitation Condition,Descriptor for Paint/Plaster,Residential Building,10002,STATEN ISLAND,In Progress,Resolution for complaint 8606
8608,03/20/2023 12:00:00 AM,,DOB,Paint/Plaster,Descriptor for Blocked Driveway,Park/Playground,11201,BRONX,Pending,
8609,05/15/2023 12:00:00 AM,03/02/2023 12:00:00 AM,DPR,Graffiti,Descriptor for Street Condition,School,10002,STATEN ISLAND,In Progress,Resolution for complaint 8608
8610,06/03/2023 12:00:00 AM,,NYPD,Blocked Driveway,Descriptor for Illegal Parking,Residential Building,10451,STATEN ISLAND,Closed,Resolution for complaint 8609
8611,11/24/2023 12:00:00 AM,07/06/2023 12:00:00 AM,DSNY,Water System,Descriptor for Air Quality,Commercial Building,10001,BROOKLYN,In Progress,
8612,11/22/2023 12:00:00 AM,03/14/2023 12:00:00 AM,DPR,Blocked Driveway,Descriptor for Noise - Residential,School,10003,MANHATTAN,In Progress,Resolution for complaint 8611
8613,08/30/2023 12:00:00 AM,,DPR,Street Light Condition,Descriptor for Illegal Parking,Commercial Building,10001,QUEENS,Open,Resolution for complaint 8612
8614,03/05/2023 12:00:00 AM,,HPD,Blocked Driveway,Descriptor for Heat/Hot Water,School,10003,MANHATTAN,Closed,Resolution for complaint 8613
8615,12/01/2023 12:00:00 AM,,DOT,Paint/Plaster,Descriptor for Street Condition,School,10451,MANHATTAN,Open,Resolution for complaint 8614
8616,12/07/2023 12:00:00 AM,06/02/2023 12:00:00 AM,DOT,Building/Use,Descriptor for Rodent,Residential Building,10002,BROOKLYN,Pending,Resolution for complaint 8615
8617,05/28/2023 12:00:00 AM,07/18/2023 12:00:00 AM,DOB,Street Light Condition,Descriptor for Water System,School,10002,QUEENS,Closed,Resolution for complaint 8616
8618,08/02/2023 12:00:00 AM,,DEP,Graffiti,Descriptor for Plumbing,School,11215,MANHATTAN,Pending,Resolution for complaint 8617
8619,04/02/2023 12:00:00 AM,01/05/2023 12:00:00 AM,DOT,Street Light Condition,Descriptor for Water System,Park/Playground,11201,QUEENS,In Progress,Resolution for complaint 8618
8620,09/09/2023 12:00:00 AM,,DPR,Water System,Descriptor for Illegal Parking,Street/Sidewalk,11201,STATEN ISLAND,Open,Resolution for complaint 8619
8621,12/19/2023 12:00:00 AM,11/29/2023 12:00:00 AM,DPR,Graffiti,Descriptor for Air Quality,Residential Building,11372,QUEENS,In Progress,Resolution for complaint 8620
8622,11/27/2023 12:00:00 AM,05/13/2023 12:00:00 AM,NYPD,Sanitation Condition,Descriptor for Traffic Signal Condition,Street/Sidewalk,10451,STATEN ISLAND,Open,Resolution for complaint 8621
8623,05/06/2023 12:00:00 AM,03/22/2023 12:00:00 AM,DSNY,Sanitation Condition,Descriptor for Air Quality,School,10003,BROOKLYN,Pending,Resolution for complaint 8622
8624,01/15/2023 12:00:00 AM,,FDNY,Traffic Signal Condition,Descriptor for Water System,School,11201,STATEN ISLAND,Open,
8625,03/03/2023 12:00:00 AM,,HPD,Plumbing,Descriptor for Water System,Residential Building,11372,BROOKLYN,In Progress,Resolution for complaint 8624
8626,05/22/2023 12:00:00 AM,02/27/2023 12:00:00 AM,FDNY,Plumbing,Descriptor for Graffiti,Residential Building,10001,QUEENS,Pending,Resolution for complaint 8625
8627,09/10/2023 12:00:00 AM,04/24/2023 12:00:00 AM,DOB,Street Condition,Descriptor for Building/Use,Street/Sidewalk,11372,STATEN ISLAND,Closed,Resolution for complaint 8626
8628,02/04/2023 12:00:00 AM,05/28/2023 12:00:00 AM,FDNY,Sanitation Condition,Descriptor for Air Quality,Residential Building,10301,QUEENS,In Progress,Resolution for complaint 8627
8629,11/03/2023 12:00:00 AM,05/30/2023 12:00:00 AM,FDNY,Street Light Condition,Descriptor for Blocked Driveway,Residential Building,10301,BROOKLYN,Closed,Resolution for complaint 8628
8630,07/05/2023 12:00:00 AM,04/23/2023 12:00:00 AM,DOT,Blocked Driveway,Descriptor for Rodent,School,10451,STATEN ISLAND,In Progress,Resolution for complaint 8629
8631,10/25/2023 12:00:00 AM,,HPD,Traffic Signal Condition,Descriptor for Noise - Residential,Commercial Building,10001,BROOKLYN,Closed,
8632,09/04/2023 12:00:00 AM,02/24/2023 12:00:00 AM,DOB,Water System,Descriptor for Sanitation Condition,Street/Sidewalk,10301,QUEENS,Pending,Resolution for complaint 8631
8633,10/17/2023 12:00:00 AM,11/04/2023 12:00:00 AM,DPR,Building/Use,Descriptor for Street Condition,Street/Sidewalk,10451,BROOKLYN,Closed,Resolution for complaint 8632
8634,08/12/2023 12:00:00 AM,02/08/2023 12:00:00 AM,NYPD,Rodent,Descriptor for Water System,School,10301,BRONX,Open,Resolution for complaint 8633
8635,05/13/2023 12:00:00 AM,06/11/2023 12:00:00 AM,DOB,Illegal Parking,Descriptor for Street Light Condition,Residential Building,10001,MANHATTAN,Pending,Resolution for complaint 8634
8636,11/18/2023 12:00:00 AM,01/24/2023 12:00:00 AM,FDNY,Building/Use,Descriptor for Noise - Residential,Commercial Building,10003,BRONX,Closed,Resolution for complaint 8635
8637,12/18/2023 12:00:00 AM,,DPR,Noise - Residential,Descriptor for Noise - Residential,Residential Building,11215,MANHATTAN,Pending,Resolution for complaint 8636
8638,09/01/2023 12:00:00 AM,02/06/2023 12:00:00 AM,DEP,Street Condition,Descriptor for Traffic Signal Condition,School,11215,BRONX,In Progress,Resolution for complaint 8637
8639,12/22/2023 12:00:00 AM,07/06/2023 12:00:00 AM,NYPD,Heat/Hot Water,Descriptor for Blocked Driveway,School,10451,BRONX,Open,Resolution for complaint 8638
8640,03/03/2023 12:00:00 AM,01/01/2024 12:00:00 AM,NYPD,Paint/Plaster,Descriptor for Air Quality,Residential Building,11215,MANHATTAN,Closed,Resolution for complaint 8639
8641,07/11/2023 12:00:00 AM,07/18/2023 12:00:00 AM,FDNY,Heat/Hot Water,Descriptor for Graffiti,Residential Building,11215,QUEENS,Closed,Resolution for complaint 8640
8642,09/20/2023 12:00:00 AM,07/26/2023 12:00:00 AM,DEP,Traffic Signal Condition,Descriptor for Sanitation Condition,Park/Playground,10003,STATEN ISLAND,In Progress,
8643,10/22/2023 12:00:00 AM,05/06/2023 12:00:00 AM,DEP,Paint/Plaster,Descriptor for Air Quality,School,11201,BRONX,Pending,Resolution for complaint 8642
8644,01/09/2023 12:00:00 AM,,DPR,Blocked Driveway,Descriptor for Illegal Parking,Park/Playground,11372,BRONX,In Progress,Resolution for complaint 8643
8645,05/13/2023 12:00:00 AM,11/11/2023 12:00:00 AM,HPD,Sanitation Condition,Descriptor for Heat/Hot Water,Street/Sidewalk,10451,QUEENS,Pending,
